Id,Property_Title,Location,Description,Link,Bedrooms,Bathrooms,Parking_Spaces,Erf_Size,Agency,Price
129,3 Bedroom House,Phakalane,"PHAKALANE, BOIKETLO ESTATE - Great potential to upgrade or extend this 3 bedroom, 2 bathroom home on large plot of 942 m2 freehold land. The lounge, dining and fitted kitchen are all open plan, there is a separate scullery and plenty of cupboards in the kitchen, the veranda has been enclosed and overlooks the swimming",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/3-bedroom-house-for-sale-in-phakalane-4250943,3.0,2.0,,New,Remax,BWP 2 750 000
130,3 Bedroom House,Gaborone Central,"RURETSE - Get away from city life and enjoy the peace and tranquility this property has to offer. A comfortable family home featuring 3 bedrooms, 2 bathrooms, study room, spacious living areas with a kids lounge and a country style fitted kitchen with scullery. All this opening out to the beautiful outdoors. To complim",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-central/3-bedroom-house-for-sale-in-gaborone-central-4250635,3.0,2.0,,,Remax,BWP 3 600 000
131,5 Bedroom House,Gaborone,"MORWA- This double storey is approximately 1km from the Morwa/Bokaa traffic lights. 
This Double storey newly built home and is almost near completion. This expansive home offers. 
Ground floor
•	Guest toilet (not fitted) 
•	Gym room, shower and sauna room, game room and small cinema room 
•	2 x lou",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/5-bedroom-house-for-sale-in-gaborone-4245784,5.0,5.0,,New,Remax,BWP 5 870 000
132,Vacant Land / Plot,Gaborone,"CROCODILE POOLS: Vacant plot measuring 4 hectors. Sought-after area, plenty of bird life.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-vacant-land-plot-for-sale-in-gaborone-4245713,,,,New,Remax,BWP 1 700 000
133,4 Bedroom House,Gaborone North,"GABORONE NORTH, UNFINISHED - Just add the finishing touches to this appealing property! Perfect family home, make it your own. Decent plot of 1346m2, easy access to the main road. Selling as is! Huge potential for this well built house featuring 4 bedrooms, 4 bathrooms, massive living and entertainment space, double ga",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/4-bedroom-house-for-sale-in-gaborone-north-4236868,4.0,4.0,,Price Reduced,Remax,BWP 3 250 000
134,Commercial Property,Molepolole,"MOLEPOLOLE: Commercial land with a single storey building on a rectangle shape plot measuring 1289m2.Fenced with a gate. The building consists of 4  smalloffices, retail space with 2 toilets. Could be used as hair salon, boutique and other. Approximately 40m off main road of Molepolole.",https://www.remax.co.za/property/for-sale/botswana/kweneng-district/molepolole/molepolole-central/-commercial-property-for-sale-in-molepolole-central-4235698,,3.0,,Offer Made,Remax,BWP 450 000
135,4 Bedroom House,Phakalane,"PHAKALANE : A very well presented and immaculate family home boasting 3 well sized bedrooms, 2 full bathrooms, massive fitted kitchen for the keen chef, family lounge, dining room, a fitted study/home office, upstairs loft with full bathroom perfect for teenagers, then for the entertainer you will find a very appealing",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/4-bedroom-house-for-sale-in-phakalane-4235747,4.0,3.0,,,Remax,BWP 4 250 000
136,3 Bedroom House,Gaborone,"THE VILLAGE – Unique and rare opportunity to purchase this multi -residential property in a prime area. Featuring a lush garden framed with large trees, a spacious 3 bedroom home with 2 bathrooms, master is ensuite and has a walk-in dressing room and direct access to the garden. The lounge and bar/entertainment area le",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-4229443,3.0,2.0,,New,Remax,BWP 6 200 000
137,Farm,Lion Park,"LION PARK : Freehold plot measuring 4,3587 Ha for sale P2 million. Located in a beautiful lion park area. Don't miss out on this unique investment opportunity at this unbeatable price. Power line runs by the plot and there is easy access to the plot. Contact Elizabeth 75211413 email elizabeth.mmemo@remax.co.bw",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/lion-park/-farm-for-sale-in-lion-park-4227710,,,,New,Remax,BWP 2 000 000
138,Vacant Land / Plot,Lobatse Cent,LOBATSE: Exciting opportunity awaits you to own a residential plot in this sought after upcoming estate. Plots range from 300m2 to 7992m2 price is P165/m2+VAT. Total sale price will be determined by the size of plot you choose. Please call me to arrange a viewing.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/-vacant-land-plot-for-sale-in-lobatse-central-4227838,,,,New,Remax,BWP 150 480
139,Commercial Property,Lobatse Cen,LOBATSE:  Exciting opportunity awaits you to own a commercial or an industrial plot in this sought after upcoming estate. Plots range from 1081m2 to 2.7Ha. Price is P275/m2 +VAT. Total sale price will be determined by the size of plot you choose. Please call to arrange for viewing.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/-commercial-property-for-sale-in-lobatse-central-4227832,,,,New,Remax,BWP 340 000
140,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant agricultural land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land, not fenced and in close proximity to Ghanzi.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177545,,,,,Remax,BWP 450 000
141,Vacant Land / Plot,Ghanzi Centr,"GHANZI- Vacant freehold agricultural land measuring 9.989 hectares. Included is an  equipped borehole, Jojo tank, large shed and staff quarters. A Conqueror camping trailer with rooftop tent, kitchen with gas stove. Wired for solar panel.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4182970,,1.0,,,Remax,BWP 700 000
142,Commercial Property,Block 8,"BLOCK 8 INDUSTRIAL: Unique opportunity to invest in this industrial warehouse complex situated on 4882m2 of land in the Botswana Innovation Hub. Featuring 4 double-volume height warehouses, 3 of which are approx. 435m2 each and one is approx. 895m2 and has facility for a staff canteen if required. Each warehouse has a",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-8/-commercial-property-for-sale-in-block-8-4223688,,,,,Remax,BWP 23 000 000
143,1 Bedroom Apartment / Flat,Gaborone,"ITOWERS APARTMENT: Rare opportunity to purchase this upmarket quality apartment with so much to offer. Open plan living/dining/kitchen, extra spacious bedroom with lots of built-in cupboards. Fully airconditioned. Embrace this lifestyle of Lock-up and go",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/1-bedroom-apartment-flat-for-sale-in-gaborone-4223196,1.0,1.0,,New,Remax,BWP 2 000 000
144,6 Bedroom House,Block 9,"BLOCK 9- Lovely property offers two houses as one property, semi-detached, consisting of 3 bedrooms all ensuite bathrooms, open plan lounge areas. self-contained 1 bedroom guest cottage with ensuite bathroom. Two room staff quarters, two garages and carport, Land size 1149m2. Call Lynn 74329188 to view",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-9/6-bedroom-house-for-sale-in-block-9-4185545,6.0,6.0,,,Remax,BWP 2 900 000
145,Farm,Machaneng Central,"TULI BLOCK: situated along 10km on the banks of the mighty Limpopo River, is this unique Game Ranch measuring approx. 11,464ha of magnificent scenic FREEHOLD land in this natural paradise. Featuring excellent infrastructure throughout the property and diverse riverine bush and game, unique mountain features, this is a",https://www.remax.co.za/property/for-sale/botswana/central-district/machaneng/machaneng-central/-farm-for-sale-in-machaneng-central-4222177,,,,,Remax,BWP 150 000 000
146,,,,,,,,,Remax,
147,3 Bedroom House,Broadhurst,"BROADHURST EXTENSION 29: Immaculate 3-bedroom, family home with 2 lounges, dining room, study, and refurbished kitchen. Master bedroom is ensuite and shared bathroom, Property has a detached self-contained one-bedroom cottage. Plot size 628m2. Please call me for viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/3-bedroom-house-for-sale-in-broadhurst-4220294,3.0,2.0,,Price Reduced,Remax,BWP 1 450 000
148,3 Bedroom House,Gaborone,"MOGODITSHANE BLOCK 9: Neat 3-bedroom house, open plan lounge and kitchen. master bedroom with ensuite. 1 shared bathroom and study. Detached 2-bedroom cottage with 1 bathroom. Plot size 1000m2",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-4217180,3.0,2.0,,,Remax,BWP 1 100 000
149,8 Bedroom House,Gaborone,"MMOPANE: Multi residential units, situated not far from the Mmopane Primary School. Just 4.5 km drive from the Engine filling station. 5 units total rent P9800.00 per month. Plot size 1667m2. Calling for investments buyers.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/8-bedroom-house-for-sale-in-gaborone-4215336,8.0,5.0,,Offer Made,Remax,BWP 1 150 000
150,3 Bedroom House,Gaborone North,"GABORONE NORTH: nice and neat home on the first turn into Gaborone North. This house sits on a 700m2 plot, has 3 bedrooms, ensuite bathroom, lounge, dining and open plan kitchen. The house has a nice guest wing that offers a lounge and ensuite bedroom, nice big yard space with a swimming pool at the back and shaded par",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/3-bedroom-house-for-sale-in-gaborone-north-4210705,3.0,2.0,,,Remax,BWP 1 700 000
151,Commercial Property,Serowe Cent,"SEROWE, MORULA WARD: 4 bedroom guesthouse sitting on a large plot of 1902sqm. It consists of 4 bedrooms, 1 bathroom, 1 toilet, kitchen, sitting room and 1 separate room. Located behind the new Sekgomo Hospital, not far from Boiteko Junction Mall. It is ready for the next owners to bring it into a modern guesthouse or n",https://www.remax.co.za/property/for-sale/botswana/central-district/serowe/serowe-central/4-bedroom-commercial-property-for-sale-in-serowe-central-4207400,4.0,1.0,,,Remax,BWP 750 000
152,Vacant Land / Plot,Gaborone,"MOGODITSHANE, NKOYAPHIRI: 3163sqm industrial plot for sale. Title deed available. It is located in a developed area, very close to Gabane-Gaborone road. Water, electricity and sewage available. Contact Elizabeth on 75211413, Email: elizabeth.mmemo@remax.com",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-vacant-land-plot-for-sale-in-gaborone-4201680,,,,Sole Mandate,Remax,BWP 2 860 000
153,4 Bedroom House,Mogoditshane Central,"MOGODITSHANE BLOCK 5- plot for sale consisting of a two and a half house and 3 separate rooms, tuckshop and latrine toilet. The location is not bad and is very close to the Gaborone-Molepolole road. It is in close proximity to Bodiba Mall. The plot is suitable for a multi-residential. Contact Elizabeth, 75211413. Email",https://www.remax.co.za/property/for-sale/botswana/kweneng-district/mogoditshane/mogoditshane-central/4-bedroom-house-for-sale-in-mogoditshane-central-4200221,4.0,1.0,,,Remax,BWP 550 000
154,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land, not fenced and in close proximity to Ghanzi.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177543,,,,,Remax,BWP 450 000
155,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant farm land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land. Close proximity to Ghanzi, not fenced.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177533,,,,,Remax,BWP 450 000
156,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant farm land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land, close proximity to Ghanzi. This land is not fenced.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177506,,,,,Remax,BWP 450 000
157,9 Bedroom House,Gaborone,"MOLEPOLOLE, BOKAA WARD: multi-residential with title deed and approved for multi-residential in this area close to Bokaa Clinic and Bokaa Primary School, not far from Gaborone main road, easy access. 2 units with 2 beds and open plan kitchen, 1 unit with 3 bedroom and master ensuite and 1 two and half. Place secured wi",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/9-bedroom-house-for-sale-in-gaborone-4199002,9.0,5.0,,,Remax,BWP 1 050 000
158,3 Bedroom House,Broadhurst,"BROADHURST- INVESTMENT BUYERS, TENANTED PROPERTY. Extra-ordinary home, a wonderland garden set on a 1780m2 plot, located in a cul de sac  of this established  neighbourhood. The main house has 3 bedrooms, a fully fitted study, double volume wooden ceilings in the study and dining areas, 2 large living areas (one with a",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/3-bedroom-house-for-sale-in-broadhurst-4163748,3.0,2.0,,,Remax,BWP 4 500 000
